"Artist" "Track" "Album" "danceability" "energy" "loudness" "speechiness" "acousticness" "instrumentalness" "liveness" "tempo" "length" "time_signature" "A" "B" "C" "D" "AnB" "AnC" "AnD" "BnC" "BnD" "CnD" "AnBnC" "AnBnD" "AnCnD" "BnCnD" "AnBnCnD"
"5175" "John Frusciante" "Your Pussy's Glued To A Building On Fire" "Niandra LaDes And Usually Just A T-Shirt" 0.25 0.253 -16.63 0.0308 0.705 0.182 0.458 69.14 196080 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5176" "Muse" "Unintended" "Showbiz" 0.487 0.279 -11.586 0.0265 0.647 0.00185 0.11 139.362 237027 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5177" "bennytheghost" "Red" "\"Awaken, My Love!\"" 0.743 0.344 -11.174 0.118 0.169 0.00879 0.103 160.15 326933 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5178" "Johnny Logan" "Lovin' You" "The Best Of Johnny Logan" 0.352 0.182 -17.156 0.0314 0.868 0.0157 0.277 112.478 225533 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5179" "The Mowgli's" "Vacation" "horny.4u" 0.628 0.611 -11.544 0.219 0.109 0 0.0556 130.025 291692 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5180" "Dario Crisman" "After The Rain" "After The Rain" 0.367 0.043 -23.35 0.0424 0.988 0.921 0.138 136.026 149078 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5181" "Coldplay" "The Scientist" "A Rush of Blood to the Head" 0.557 0.442 -7.224 0.0243 0.731 1.46e-05 0.11 146.277 309600 4 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
"5182" "The Alchemist" "Arrival" "Israeli Salad" 0 0.802 -7.977 0 0.00417 0.878 0.603 0 94967 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5183" "Me & You" "Brown Paper Bag" "Floating Heavy" 0.892 0.522 -6.007 0.0393 0.0867 0.896 0.0843 89.998 281107 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5184" "Alabama Shakes" "Gimme All Your Love" "Sound & Color (Deluxe Edition)" 0.373 0.564 -5.182 0.046 0.222 0.253 0.275 99.886 243467 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5185" "Winona Oak" "SHE" "SHE" 0.667 0.666 -5.789 0.0822 0.0439 0.000466 0.133 113.984 168420 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5186" "Mutya Buena" "Real Girl" "Real Girl" 0.615 0.922 -3.312 0.122 0.0534 0 0.258 85.463 208320 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5187" "Lionlimb" "Ultraviolet" "Ultraviolet" 0.345 0.989 -2.9 0.125 0.0108 0 0.0859 169.87 226560 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5188" "Jason Mraz" "I'm Yours" "We Sing. We Dance. We Steal Things." 0.703 0.444 -9.331 0.0417 0.559 0 0.0973 150.96 242947 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5189" "Roo Panes" "Land Of The Living" "Tiger Striped Sky" 0.512 0.384 -8.799 0.0331 0.512 0.000193 0.128 121.992 264987 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5190" "Thomas Mac" "She'll Never Be You" "She'll Never Be You" 0.663 0.777 -5.651 0.0368 0.118 0 0.144 114.067 185789 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5191" "Barns Courtney" "Sinners" "Sinners" 0.505 0.856 -5.162 0.107 0.109 0 0.0845 94.989 173773 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5192" "Danger Dan" "Eine gute Nachricht" "Das ist alles von der Kunstfreiheit gedeckt" 0.512 0.155 -13.523 0.0485 0.893 5.81e-05 0.108 141.763 200280 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5193" "Songhoy Blues" "Bamako" "Résistance" 0.754 0.791 -7.919 0.186 0.0313 6.95e-05 0.0997 119.19 220133 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5194" "J Dilla" "Time: The Donut of the Heart" "Donuts" 0.419 0.713 -8.867 0.0975 0.0685 0.541 0.291 186.788 98720 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5195" "Seinabo Sey" "Poetic" "Pretend" 0.485 0.517 -6.957 0.0329 0.53 0.000287 0.112 82.265 182760 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5196" "Erik Satie" "Uspud, Act I (Version for Piano): Nos. 9-10, Una femme d'une grande beaute couverte" "Satie: Esoteric Works, Vol. 2 – Vexations, Uspud, Messe des pauvres" 0.491 0.000309 -31.939 0.126 0.981 0.99 0.0853 167.748 42960 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5197" "Green Day" "Redundant" "International Superhits!" 0.482 0.946 -3.416 0.0353 8.77e-06 0.00172 0.0891 115.883 198093 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5198" "Pascal Schumacher" "Drops" "Drops Of Jupiter" 0.481 0.638 -5.862 0.0276 0.153 0 0.154 79.064 259933 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5199" "David Kushner" "Miserable Man" "Miserable Man" 0.632 0.349 -10.289 0.0346 0.926 7.5e-05 0.294 109.981 232992 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5200" "M83" "We Own the Sky" "Saturdays = Youth" 0.403 0.747 -6.334 0.0323 0.000118 0.0433 0.101 140.056 302747 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5201" "Arctic Monkeys" "Do I Wanna Know?" "AM" 0.548 0.532 -7.596 0.0323 0.186 0.000263 0.217 85.03 272394 4 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
"5202" "Free Nationals" "Time" "Globalization" 0.721 0.802 -5.797 0.0583 0.0921 0 0.694 124.022 229360 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5203" "Elis Regina" "Triste" "Elis & Tom" 0.65 0.322 -16.298 0.122 0.577 0.121 0.0712 136.007 162867 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5204" "ABBA" "Does Your Mother Know" "ABBA Gold" 0.703 0.824 -5.17 0.0364 0.0504 9.19e-05 0.097 135.24 193560 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5205" "The 1975" "Somebody Else" "I like it when you sleep, for you are so beautiful yet so unaware of it" 0.618 0.793 -5.711 0.0601 0.204 0.0154 0.126 101.015 347525 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5206" "Lambert" "In an Oblique Way" "We Share Phenomena" 0.277 0.199 -20.035 0.0372 0.992 0.839 0.114 158.054 223769 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5207" "MAMAMOO" "Wind flower" "BLUE;S" 0.735 0.795 -2.918 0.0518 0.656 0 0.0665 113.988 236816 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5208" "Foo Fighters" "Best of You" "In Your Honor" 0.366 0.94 -5.119 0.0696 0.000769 9.42e-05 0.188 130.198 255626 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5209" "Sampa the Great" "F E M A L E" "F E M A L E" 0.733 0.849 -5.335 0.0482 0.0225 0.0159 0.102 98.928 117121 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5210" "E-suave" "NOT A THANG" "Not a Thang" 0.827 0.738 -6.246 0.163 0.26 0 0.0795 97.021 236136 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5211" "Am Steg" "Binaural Gamma Sinus 131Hz - 171Hz" "Focus & Concentration" 0.155 0.0964 -24.57 0.0342 0.922 0.813 0.109 106.351 162303 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5212" "Twin Shadow" "Alemania" "Twin Shadow" 0.533 0.686 -5.686 0.069 0.0885 5.2e-05 0.105 173.938 235920 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5213" "Jazz Morning Playlist" "Early Morning Jazz" "Instrumental Breakfast Jazz Playlist" 0.837 0.0475 -28.403 0.051 0.79 0.798 0.111 95.045 102063 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5214" "New Order" "Bizarre Love Triangle - 2015 Remaster" "Brotherhood" 0.629 0.915 -6.567 0.0383 0.0666 0.793 0.0928 118.345 262000 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5215" "Thomas Oliver" "Steel on the Strings" "The Brightest Light" 0.479 0.179 -11.656 0.0367 0.759 2.35e-05 0.232 136.005 267111 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5216" "Alabama Shakes" "Hold On" "Boys & Girls" 0.575 0.666 -5.425 0.0301 0.206 0.341 0.0852 88.311 226187 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5217" "Orson D'Aubigné" "Dans vos bras" "Dans vos bras" 0.414 0.128 -24.615 0.0461 0.993 0.954 0.0962 112.439 158000 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5218" "Youngjae" "Beautiful" "Beautiful Girls" 0.762 0.661 -6.075 0.0687 0.15 0 0.256 130.009 225373 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5219" "Cody Chesnutt" "The Seed" "The Headphone Masterpiece" 0.943 0.903 -3.963 0.0339 0.328 1.45e-05 0.0408 109.826 204640 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5220" "Harrison Storm" "With You" "Exclusive (Expanded Edition)" 0.662 0.693 -4.298 0.0698 0.134 0 0.145 86.009 252120 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5221" "SYML" "Symmetry - Dark Version" "Symmetry" 0.444 0.036 -18.933 0.0433 0.977 0.00458 0.109 72.704 233200 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5222" "Vance Joy" "Great Summer - Soundtrack Version Genre Alternative" "Great Summer" 0.644 0.711 -5.666 0.0319 0.217 0.000116 0.128 124.015 222600 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5223" "Austin Basham" "All Is Well" "You and Me for Now" 0.316 0.413 -12.216 0.0334 0.856 0.00245 0.143 155.69 256680 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5224" "The Cult" "She Sells Sanctuary" "Love" 0.55 0.765 -8.684 0.0287 4.76e-06 0.873 0.132 139.46 252533 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5225" "Stevie Wonder" "Superstition - Single Version" "Number Ones" 0.642 0.735 -8.866 0.0806 0.0172 0.000733 0.0391 99.682 244826 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5226" "Johann Sebastian Bach" "Flute Sonata in E-Flat Major, BWV 1031: II. Siciliana (Arr. Tarkman for Oboe and Ensemble)" "Bach: Music For Concentration" 0.271 0.0801 -20.975 0.0445 0.935 0.967 0.0377 100.716 132227 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5227" "Creedence Clearwater Revival" "Lookin' Out My Back Door" "Cosmo's Factory (Expanded Edition)" 0.745 0.656 -6.393 0.0405 0.188 0.00337 0.0941 105.318 152453 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5228" "Madsen" "Quarantäne für immer" "Na gut dann nicht" 0.492 0.776 -6.595 0.144 0.00501 0 0.737 179.997 159907 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5229" "L'aupaire" "Ocean Girl" "Ocean Girl" 0.492 0.49 -11.012 0.0271 0.309 0.0106 0.158 171.777 250625 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5230" "Fleetwood Mac" "Go Your Own Way - 2004 Remaster" "Rumours" 0.583 0.947 -5.12 0.0378 0.0185 0.00109 0.0679 135.448 223613 4 1 0 1 1 0 1 1 0 0 1 0 1 0 0 0
"5231" "Papooz" "Ulysses and the Sea" "Papooz" 0.882 0.161 -9.385 0.0458 0.913 0 0.128 106.105 120166 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5232" "SAYGRACE" "Boys Ain't Shit (feat. Tate McRae & Audrey Mika)" "Boys Ain't Shit (feat. Tate McRae & Audrey Mika)" 0.801 0.637 -5.209 0.173 0.161 8.27e-05 0.414 103.022 186409 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5233" "Stevie Wonder" "Superstition" "The Definitive Collection" 0.633 0.634 -12.115 0.0725 0.038 0.0064 0.0385 100.499 245493 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5234" "Catching Flies" "Daymarks" "Silver Linings Remixed" 0.579 0.682 -9.897 0.0527 0.266 0.734 0.111 96.978 225187 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5235" "Doris Casella" "Anwyll" "Anwyll" 0.411 0.0393 -25.1 0.0514 0.995 0.936 0.114 124.794 148667 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5236" "Fujiya & Miyagi" "Ankle Injuries" "Transparent Things" 0.767 0.67 -8.749 0.0333 6.4e-05 0.751 0.0835 136.998 305007 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5237" "Sophie Reubke" "Serpentéa" "Serpentéa" 0.338 0.0242 -24.232 0.042 0.984 0.893 0.103 94.096 150261 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5238" "Weezer" "Happy Hour - Acoustic" "Happy Hour (Acoustic)" 0.57 0.669 -5.412 0.0286 0.614 0 0.397 103.072 177059 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5239" "Opus" "Live Is Life (Digitally Remastered) (Single Version)" "Live Is Life" 0.633 0.952 -4.274 0.0338 0.0532 1.73e-06 0.989 95.423 249500 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5240" "Annie Lennox" "I Put A Spell On You (Fifty Shades of Grey) - From \"Fifty Shades Of Grey\" Soundtrack" "Fifty Shades Of Grey (Original Motion Picture Soundtrack)" 0.563 0.383 -7.544 0.0322 0.283 2.59e-06 0.127 173.984 210520 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5241" "The Jolly Rogers" "Tow Rope Girls" "Beg, Borrow and Steal" 0.49 0.485 -4.645 0.0429 0.786 0 0.0928 123.116 212920 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5242" "Jack Johnson" "One Step Ahead" "One Step Ahead" 0.716 0.614 -8.467 0.105 0.566 0.00323 0.104 164.051 191648 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5243" "Robot Koch" "California Dreamin" "Stranger Things: Soundtrack from the Netflix Series, Season 4" 0.581 0.725 -10.408 0.0439 0.0344 0 0.102 116.466 201750 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5244" "Noir Désir" "Le vent nous portera" "Des visages des figures" 0.669 0.702 -10.616 0.0582 0.713 0.0408 0.119 105.232 288693 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5245" "The Strumbellas" "Wild Sun" "Hope" 0.641 0.224 -11.891 0.0325 0.627 0 0.112 119.875 269573 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5246" "Amistat" "ready now" "ready now" 0.655 0.351 -14.829 0.124 0.64 0.0371 0.0982 160.088 176568 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5247" "Fat Freddy's Drop" "Fish In The Sea" "BAYS" 0.778 0.544 -11.057 0.0498 0.274 0.708 0.155 109.996 595218 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5248" "Amalie Enoksen" "Det er noget jeg vil sige" "Det er noget jeg vil sige" 0.333 0.0757 -25.138 0.0435 0.994 0.949 0.106 96.19 143000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5249" "Christopher Tin" "Baba Yetu" "Calling All Dawns" 0.421 0.295 -15.334 0.0377 0.734 0.000887 0.0929 92.005 209947 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5250" "NEIL FRANCES" "Music Sounds Better with You" "Music Sounds Better with You" 0.927 0.525 -8.256 0.0667 0.274 0.238 0.0672 118.023 198305 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5251" "Dobre" "Going Under" "Setting Sons (Super Deluxe)" 0.319 0.836 -6.706 0.113 0.00364 1.84e-05 0.1 180.56 174507 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5252" "Robot Koch" "Alchemy" "ALCHEMY" 0.791 0.942 -1.592 0.146 0.0808 0.00033 0.057 125.07 140160 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5253" "Cornelius" "Drop" "Drops Of Jupiter" 0.481 0.638 -5.862 0.0276 0.153 0 0.154 79.064 259933 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5254" "The Darkness" "I Believe in a Thing Called Love" "Permission to Land" 0.442 0.846 -5.214 0.0764 0.0538 4.71e-06 0.282 128.235 217653 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5255" "Various Artists" "What's My Age Again?" "Teenage Dirtbags 2" 0.401 0.946 -7.115 0.0652 0.00641 0.00212 0.161 157.866 149413 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5256" "Daniel sun Krief" "אתה לא זז" "תורי לומר" 0.855 0.709 -4.689 0.0422 0.08 0.000974 0.0719 110.955 238034 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5257" "Drax Project" "Catching Feelings (feat. SIX60)" "Drax Project" 0.397 0.524 -5.846 0.103 0.607 0 0.157 175.562 218854 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5258" "John Legend" "Conversations in the Dark" "Conversations in the Dark" 0.372 0.355 -8.436 0.03 0.754 0 0.167 126.705 237427 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5259" "ALB" "She Said" "The Defamation of Strickland Banks" 0.72 0.538 -5.85 0.141 0.301 3.03e-06 0.144 147.007 208853 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5260" "Saez" "Mon Européenne" "Le Manifeste (Vol. 1 Mon Européenne, Vol. 2 Lulu, Vol. 3 Les bords de Seine) [Extraits]" 0.679 0.778 -6.688 0.123 0.355 0 0.0802 109.98 333360 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5261" "Echos" "Saints" "Even Though You're Gone" 0.512 0.477 -9.912 0.0311 0.026 4.84e-05 0.11 120.04 240775 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5262" "Half Moon Run" "Sun Leads Me On" "Sun Leads Me On" 0.432 0.34 -11.091 0.0317 0.787 0.00536 0.111 79.927 245613 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5263" "Chinese Man" "Jumpin' in Havana" "The Groove Sessions, Vol. 2" 0.803 0.729 -7.889 0.057 0.108 0.637 0.116 101.018 246827 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5264" "Elton John" "Honky Cat" "Honky Chateau" 0.48 0.776 -5.65 0.0432 0.334 0.000217 0.133 171.135 313027 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5265" "Lunete Guillory" "Espérer" "Espérer" 0.223 0.0394 -32.371 0.0384 0.99 0.897 0.106 113.387 139250 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5266" "Igulfrid" "Waltz For Nala" "Waltz For Nala" 0.259 0.0491 -24.068 0.0372 0.959 0.946 0.108 74.514 137511 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5267" "Binaural Healing" "Binaural Beats Sleep Healing" "Binaural Beats: Calm Your Anxiety" 0.0769 0.0037 -36.125 0.065 0.987 0.92 0.114 177.488 116000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5268" "Eskimotion" "Moving" "Proudly Present... A Guide to Love, Loss & Desperation" 0.252 0.886 -4.678 0.0714 2.93e-05 5.33e-06 0.256 161.939 210560 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5269" "Lord Echo" "Thinking Of You" "Melodies" 0.723 0.754 -9.376 0.0576 0.0491 0.00112 0.393 97.203 420720 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5270" "Vangelis" "Juno’s accomplishments" "Juno to Jupiter" 0.157 0.333 -13.422 0.0371 0.907 0.29 0.112 81.465 262947 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5271" "Angus & Julia Stone" "Paper Aeroplane" "Heart Full of Wine" 0.805 0.414 -14.373 0.1 0.613 0.25 0.101 104.032 225280 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5272" "Stavroz" "Should've Brought an Umbrella" "Silent Spring EP" 0.881 0.317 -12.18 0.0456 0.503 0.886 0.126 115.992 435042 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5273" "HAIM" "Summer Girl - Bonus Track" "Women In Music Pt III (Expanded Edition)" 0.514 0.545 -7.96 0.224 0.35 0.0149 0.162 100.027 205027 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5274" "The Wombats" "Moving to New York" "Proudly Present... A Guide to Love, Loss & Desperation" 0.252 0.886 -4.678 0.0714 2.93e-05 5.33e-06 0.256 161.939 210560 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5275" "Hip Jazz Collective" "The Last Time" "Sunsets & Full Moons" 0.521 0.746 -3.421 0.0349 0.0486 0 0.236 132.014 196107 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5276" "Flower Face" "Pisces Moon" "Pisces Moon" 0.525 0.411 -8.829 0.0261 0.671 0.000338 0.0989 138.112 219004 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5277" "Liedfett" "AUS" "AUS" 0.665 0.406 -10.075 0.155 0.489 0.000504 0.123 114.208 194482 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5278" "AnnenMayKantereit" "So wies war" "12" 0.446 0.109 -23.322 0.095 0.955 0.0621 0.123 118.232 47110 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5279" "Breaking Benjamin" "You" "Phobia (Collector Edition)" 0.469 0.776 -4.784 0.0399 0.000412 0.376 0.11 117.974 201962 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5280" "Gabrielle Aplin" "Please Don't Say You Love Me" "Please Don't Say You Love Me" 0.479 0.541 -9.862 0.0545 0.737 0 0.108 85.994 181400 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5281" "Roo Panes" "Tiger Striped Sky" "Little Giant" 0.473 0.317 -10.324 0.0318 0.944 0.0124 0.11 139.899 241720 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5282" "Blended Babies" "Make It Work (feat. Anderson .Paak, Asher Roth & Donnie Trumpet)" "The Anderson .Paak EP" 0.632 0.6 -9.435 0.385 0.518 0.00646 0.195 170.384 219435 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5283" "Scissor Sisters" "I Don't Feel Like Dancin'" "Ta Dah" 0.707 0.923 -3.409 0.0276 0.0195 0 0.342 108.023 288360 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5284" "Fenne Lily" "Taken - acoustic" "BREECH (acoustic)" 0.398 0.198 -15.607 0.0361 0.912 0 0.0839 137.022 251500 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5285" "Caamp" "Square One" "Square One" 0.685 0.25 -15.138 0.0416 0.911 0.000306 0.108 103.387 186795 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5286" "Jon Bryant" "Familiar Sound" "Psychldyllic Salutations" 0.683 0.464 -4.686 0.0409 0.652 0 0.143 139.978 190000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5287" "Just Jack" "Long Grass" "Long Grass" 0.689 0.552 -10.735 0.0595 0.225 0.013 0.238 110.067 238916 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5288" "Ayla Nereo" "The Course" "The Code of the Flowers" 0.626 0.288 -9.03 0.0338 0.918 1.69e-05 0.123 79.932 219130 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5289" "Jon and Roy" "The Road Ahead Is Golden" "The Road Ahead Is Golden" 0.603 0.468 -13.085 0.0266 0.815 0.641 0.0868 129.929 225436 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5290" "Owen Pallett" "Lewis Takes Off His Shirt" "Heartland" 0.669 0.627 -9.116 0.0347 0.922 0.765 0.0875 162.089 308480 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5291" "The Suicide Machines" "High Anxiety" "A Match & Some Gasoline" 0.677 0.947 -3.788 0.0358 0.0157 7.35e-05 0.147 102.828 121467 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5292" "Jacob Collier" "Time Alone With You (feat. Daniel Caesar)" "Time Alone With You (feat. Daniel Caesar)" 0.669 0.352 -11.18 0.455 0.322 0 0.484 76.851 255947 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5293" "Henry And The Waiter" "Hidden Spirit" "Hidden Spirit" 0.775 0.673 -6.185 0.0413 0.355 0 0.141 113.953 184977 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"5294" "The Gloaming" "The Lobster" "The Gloaming 3" 0.44 0.35 -12.129 0.051 0.955 0.00854 0.0966 99.932 413373 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5295" "KUMMER" "DER LETZTE SONG (ALLES WIRD GUT) (feat. Nina Chuba)" "DER LETZTE SONG (ALLES WIRD GUT) (feat. Nina Chuba)" 0.653 0.476 -8.185 0.169 0.308 0 0.216 148.008 164198 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5296" "Sampa the Great" "Final Form" "The Return" 0.69 0.889 -6.689 0.166 0.00876 0.00226 0.302 96.02 216778 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5297" "King Krule" "A Lizard State" "6 Feet Beneath the Moon" 0.539 0.717 -7.373 0.178 0.0543 0 0.683 146.885 259747 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5298" "FACESOUL" "Grow - A COLORS ENCORE" "YSRA" 0.328 0.0257 -16.874 0.0446 0.919 0.0314 0.112 64.807 207499 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5299" "Kendrick Lamar" "United In Grief" "Mr. Morale & The Big Steppers" 0.529 0.845 -8.142 0.404 0.244 0 0.143 85.63 255378 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5300" "Foo Fighters" "Gimme Stitches" "There Is Nothing Left To Lose" 0.543 0.958 -4.215 0.0685 0.00175 0.00286 0.263 111.85 222200 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"5301" "Neoni" "DARKSIDE" "Wars In A Wonderland" 0.533 0.714 -6.472 0.0608 0.31 1.58e-06 0.0869 165.037 168000 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5302" "John Barry" "The John Dunbar Theme (film version)" "Dances With Wolves - Original Motion Picture Soundtrack" 0.0971 0.0616 -28.12 0.0439 0.855 0.937 0.112 88.948 141800 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5303" "Jon and Roy" "Runner" "The Road Ahead Is Golden" 0.609 0.491 -9.132 0.0261 0.478 0.0407 0.117 152.981 162084 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"5304" "Band Aid" "Do They Know It's Christmas? - 1984 Version" "Do They Know It’s Christmas?" 0.598 0.643 -6.933 0.0364 0.164 3.35e-05 0.0992 115.41 222533 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
