Artist,Track,Album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,length,time_signature,A,B,C,D,AnB,AnC,AnD,BnC,BnD,CnD,AnBnC,AnBnD,AnCnD,BnCnD,AnBnCnD
Julie Bergan,Second Hand Love (feat. Ruben),Second Hand Love (feat. Ruben),0.609,0.314,-8.155,0.0295,0.864,0.0,0.123,89.729,204216,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Peter and Kerry,One Thing,Late Night Tales: Bonobo,0.288,0.504,-5.181,0.0337,0.0867,0.0,0.271,131.051,210998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boss Chyc,Kappin,Kappin,0.907,0.745,-7.728,0.306,0.001,0.0,0.0844,140.018,225933,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Koch,Lift You Up,Lift You Up,0.74,0.532,-11.07,0.0322,0.208,6.25e-05,0.106,124.937,230808,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Samson,Tumble,Ground Luminosity,0.601,0.382,-12.46,0.0338,0.686,0.923,0.179,130.03,261997,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Yusuf / Cat Stevens,Wild World,Tea For The Tillerman (Remastered 2020),0.48,0.542,-8.51,0.0348,0.345,0.000609,0.113,152.853,200560,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New West,Balenciaga,Balenciaga,0.361,0.742,-5.792,0.0358,0.437,0.000168,0.141,78.736,209720,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baxter Dury,Cocaine Man,Floor Show,0.757,0.396,-10.198,0.0344,0.0417,0.171,0.0795,127.371,233973,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Music BGM channel,Study Jazz,WORK JAZZ,0.423,0.542,-9.697,0.04,0.863,0.249,0.15,174.992,179587,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Soul Square,Take It Back,x (Deluxe Edition),0.754,0.613,-6.342,0.229,0.318,0.0,0.335,113.196,208400,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Brick + Mortar,Move to the Ocean (Baauer Remix),Dropped Again,0.529,0.891,-6.319,0.155,0.0157,0.193,0.0858,139.844,199016,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platon Karataev,Ocean,dont smile at me,0.511,0.363,-7.65,0.041,0.816,0.0317,0.084,144.892,200379,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bbno$,mathematics,mathematics,0.758,0.843,-2.842,0.272,0.0608,1.5e-05,0.249,169.882,147000,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Streetlight Manifesto,Me and Julio Down by the School Yard,99 Songs of Revolution Vol. 1,0.572,0.927,-3.915,0.0763,0.00516,2.04e-05,0.121,129.391,147093,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Becky Hill,Have Yourself A Merry Little Christmas,NATALE 2021,0.438,0.178,-9.402,0.0414,0.957,1.1e-06,0.316,75.25,170964,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Elfman,Heroes,"""Heroes"" (2017 Remaster)",0.49,0.758,-6.491,0.0297,0.000671,0.484,0.092,112.114,371413,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Sit Down,James: The Best Of,0.564,0.895,-4.328,0.0329,0.167,4.64e-05,0.31,126.038,244306,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Bowie,Space Oddity - 2015 Remaster,David Bowie (aka Space Oddity) [2015 Remaster],0.31,0.403,-13.664,0.0326,0.0726,9.27e-05,0.139,134.48,318027,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand National,Drink to Moving On,Kicking the National Habit,0.626,0.81,-7.626,0.0358,0.00924,0.000416,0.336,114.851,199200,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kishi Bashi,This Must Be the Place (Naive Melody) [by Talking Heads],"7"" Singles",0.729,0.267,-8.63,0.0311,0.794,0.000114,0.209,119.984,206896,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LaBelle,Lady Marmalade,Nightbirds,0.631,0.563,-12.135,0.0552,0.398,0.0,0.0733,117.963,237120,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Applepie,Almost Like This,Andrew Applepie,0.511,0.883,-5.475,0.121,0.382,0.927,0.198,172.106,188372,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Desplat,Lily's Theme,"Harry Potter and the Deathly Hallows, Pt. 2 (Original Motion Picture Soundtrack)",0.179,0.048,-28.663,0.0469,0.889,0.974,0.0775,72.93,148813,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Rose,Évidemment,Évidemment,0.698,0.518,-9.236,0.0636,0.218,3.33e-06,0.282,78.991,179574,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Looper,Mondo '77,The Geometrid,0.823,0.691,-9.85,0.0354,0.196,0.495,0.138,119.974,295147,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wax Tailor,Magic Numbers,Dusty Rainbow from the Dark,0.866,0.758,-6.766,0.0525,0.0199,0.000402,0.0656,115.984,190147,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luiz Bonfá,Sambolero,Solo in Rio 1959,0.6,0.0244,-25.019,0.0377,0.965,0.633,0.107,104.647,173160,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Delacey,Cruel Intentions,Black Coffee,0.683,0.878,-3.497,0.201,0.0883,0.0,0.154,90.026,192571,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Oh Hellos,Constellations,Notos,0.56,0.505,-10.534,0.0337,0.258,0.0,0.117,85.0,227910,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
flora cash,The Bright Lights,our generation,0.665,0.4,-6.898,0.0299,0.578,2.75e-06,0.099,120.116,219215,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amy Winehouse,Love Is A Losing Game,Back To Black (Deluxe Edition),0.484,0.293,-16.544,0.0311,0.337,0.00627,0.146,165.008,155413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bon Jovi,It's My Life,Crush,0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.347,119.992,224493,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Head And The Heart,Rivers and Roads,The Head and the Heart,0.5,0.197,-8.93,0.0354,0.717,3.22e-05,0.0755,131.243,284000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlena Shaw,California Soul,The Spice Of Life,0.513,0.826,-8.407,0.0574,0.555,3.48e-05,0.366,94.582,177227,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moishe's Bagel,Lev's Freilachs,Don't Spare the Horses,0.423,0.403,-9.366,0.0999,0.384,0.0369,0.0982,92.477,359160,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Owen,Made to Love You,Stay Awake with Me (acoustic),0.361,0.153,-10.296,0.0332,0.879,0.0,0.0918,80.794,207867,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Silvestri,Help Arrives - Extended,Avengers: Infinity War (Original Motion Picture Soundtrack / Deluxe Edition),0.103,0.0754,-19.816,0.0392,0.346,0.455,0.11,89.516,339813,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Back,Got to Go,Broken Back,0.677,0.792,-5.642,0.0612,0.0271,6.54e-06,0.468,119.963,218280,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bavarian Oompah Band,Oompah Polka,"Café Bierkeller - Steins, Fräuleins, Football & Frankfurters",0.758,0.355,-13.365,0.0406,0.826,0.777,0.0785,101.666,168040,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
De La Soul,Rock Co.Kane Flow (feat. MF Doom),The Grind Date,0.733,0.67,-3.532,0.132,0.119,0.0,0.442,86.983,185267,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Amadou & Mariam,Senegal Fast Food,Dimanche à Bamako,0.635,0.911,-6.607,0.0347,0.81,2.66e-05,0.147,82.006,259107,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
[spunge],No One Said It Was Easy,No One Said It Was Easy,0.704,0.835,-6.605,0.0284,0.00745,0.00563,0.119,110.977,200270,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Pit,Tommy's Party,Being So Normal,0.565,0.438,-8.722,0.0311,0.122,0.0469,0.108,133.949,361760,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LÉON,In a Stranger's Arms,Apart,0.497,0.433,-7.521,0.0278,0.377,0.0,0.099,97.856,201391,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Circles Around The Sun,Money’s No Option,Circles Around the Sun,0.65,0.676,-5.302,0.0265,0.433,0.534,0.0647,112.994,319184,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Cash,Hurt,The Legend Of Johnny Cash,0.514,0.292,-11.768,0.0291,0.827,0.00223,0.0926,90.459,218586,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I DONT KNOW HOW BUT THEY FOUND ME,Choke,Choke,0.516,0.85,-3.909,0.0706,0.00139,0.0,0.296,120.324,195717,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ole-Bjørn Talstad,Where Are You Now,Where Are You Now,0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,120.966,148197,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown Revival,California (Cast Iron Soul) - Cabin Mix,Utah,0.54,0.59,-7.328,0.0284,0.301,0.0,0.0974,78.918,329880,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ásgeir,King And Cross,In The Silence (Bonus Edition),0.705,0.473,-11.151,0.028,0.277,0.0037,0.107,100.005,212679,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay Home Sound Machine,Bad B*tch Energy,Vol. 1,0.668,0.817,-5.093,0.126,0.0611,1.92e-06,0.288,100.001,104400,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orla Gartland,Did It To Myself,Did It to Myself,0.751,0.429,-10.552,0.0609,0.0627,5.54e-05,0.0993,95.025,196940,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KYTES,Inner Cinema,Heads and Tales,0.496,0.772,-6.033,0.034,0.00352,0.00204,0.0826,175.958,209293,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Busted,Dawson's Geek,Busted,0.382,0.859,-7.005,0.0514,0.000159,0.0,0.0941,174.972,147400,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dove Cameron,Night Falls,Descendants 3 (Original TV Movie Soundtrack),0.72,0.87,-5.155,0.142,0.0682,0.0,0.144,160.039,188218,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Door Cinema Club,Changing of the Seasons,Changing of the Seasons,0.542,0.869,-4.429,0.135,5.21e-05,0.000222,0.115,130.021,222880,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray LaMontagne,You Are The Best Thing,Loving You,0.578,0.727,-4.872,0.0332,0.0304,1.99e-05,0.172,170.593,231840,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haakon Stange,Finding Hope,Finding Hope,0.216,0.0819,-26.17,0.0444,0.994,0.954,0.0931,71.07,147000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Provinz,Liebe zu dritt,Liebe zu dritt,0.633,0.712,-6.181,0.0565,0.0913,0.0,0.783,126.094,206109,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyoncé,Crazy In Love (feat. Jay-Z),Dangerously In Love,0.646,0.77,-6.596,0.226,0.00249,0.0,0.0715,99.165,236133,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echo & the Bunnymen,The Killing Moon,Ocean Rain (Expanded; 2007 Remaster),0.568,0.829,-7.066,0.0303,0.218,0.00418,0.0976,124.201,348293,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beatles,Let It Be - 2021 Mix,Let It Be (Super Deluxe),0.407,0.413,-8.129,0.0302,0.332,4.49e-06,0.107,144.338,243173,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beck,Think I'm In Love,The Information,0.873,0.609,-6.336,0.0431,0.0104,0.582,0.0999,129.867,199427,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Whitest Boy Alive,Burning,O My Heart,0.516,0.755,-3.724,0.0383,0.0633,0.00103,0.107,140.099,262173,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birdtalker,Better in the Morning,Better in the Morning,0.469,0.277,-13.869,0.0322,0.909,0.0175,0.109,130.222,164333,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'aupaire,Lisbon,Lisbon,0.756,0.722,-6.513,0.0296,0.0952,4.27e-05,0.121,128.014,251660,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoebe Bridgers,Motion Sickness,Stranger in the Alps,0.651,0.546,-9.021,0.0357,0.774,0.0437,0.0842,107.021,229760,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Brittany Howard,Stay High,Jaime,0.598,0.853,-5.373,0.0545,0.132,0.00297,0.132,121.988,191396,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Busty and the Bass,Out Of Love,Eddie,0.757,0.718,-6.009,0.184,0.0185,1.1e-05,0.376,107.068,290893,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASTLEBEAT,Telephone,The Fame Monster (UK Deluxe),0.825,0.832,-5.853,0.0403,0.00587,0.000789,0.114,122.021,220627,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cat Empire,Still Young,Steal the Light,0.613,0.762,-4.679,0.0359,0.00727,0.0,0.188,149.225,258573,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobie Gray,Drift Away - Single Version,Ultimate Collection: Dobie Gray,0.521,0.443,-8.188,0.0395,0.308,0.0,0.475,76.228,237467,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Father John Misty,Château Lobby #4 (In C for Two Virgins),"I Love You, Honeybear",0.44,0.806,-4.917,0.041,0.205,0.0,0.17,188.141,170840,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Mumford,Great Escape,How Beautiful Life Can Be,0.505,0.926,-3.654,0.0461,0.0894,0.0,0.318,132.017,228053,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barns Courtney,Golden Dandelions,The Attractions Of Youth,0.464,0.924,-6.022,0.0919,0.0218,0.0,0.105,139.442,204827,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Linkin Park,New Divide - Instrumental,New Divide (Int'l DMD Maxi),0.542,0.787,-4.656,0.0343,0.00012,0.835,0.116,118.039,269866,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Collective,Summertime Clothes,Merriweather Post Pavilion,0.491,0.871,-5.564,0.0969,0.00164,0.0,0.361,135.996,274213,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Avi Kaplan,Song For The Thankful,Song For The Thankful,0.504,0.235,-16.55,0.0271,0.828,0.00719,0.127,139.833,234799,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Izaak Opatz,Not Yet,Mariachi Static,0.648,0.577,-10.153,0.0552,0.703,0.000332,0.11,80.368,238680,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Nunnelee,Colorado (The First Time),Tell Me Where It Hurts,0.437,0.346,-9.581,0.0339,0.504,0.00551,0.096,139.585,205667,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant Rooks,Heat Up,ROOKERY,0.568,0.945,-3.243,0.0639,0.0512,6.29e-05,0.231,74.992,182920,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixeo,focus - Alpha Sinus 82Hz - 90Hz,Binaural Reflections,0.0747,0.0498,-32.07,0.0469,0.623,0.567,0.112,78.871,160517,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amy Winehouse,Back To Black,Back To Black (Deluxe Edition),0.403,0.422,-13.964,0.0373,0.134,2.05e-05,0.0861,122.728,241293,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise Against,Injection,The Sufferer & The Witness,0.42,0.995,-2.99,0.0829,0.000229,8.13e-05,0.102,105.605,199213,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Runrig,Protect and Survive,50 Great Songs,0.29,0.911,-5.378,0.0945,0.0157,7.25e-06,0.986,135.66,316640,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Omar Rodríguez-López,0,The Blueprint 2 The Gift & The Curse,0.759,0.678,-5.148,0.314,0.23,0.0,0.15,89.64,205560,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed,Fish in the Sea,Assassin's Creed 4: Black Flag (Sea Shanty Edition) [Original Game Soundtrack],0.841,0.508,-6.366,0.0592,0.908,0.0,0.399,101.854,89253,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Monteith,I Wish,Safe,0.527,0.847,-4.711,0.0625,0.064,0.0,0.168,158.057,236744,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Katzman,The Death of Us,Modern Johnny Sings: Songs in the Age of Vibe,0.962,0.551,-7.579,0.0551,0.171,0.169,0.0515,125.484,226987,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syd Matters,Obstacles,Someday We Will Foresee Obstacles,0.395,0.415,-8.461,0.0338,0.242,0.912,0.134,126.875,208707,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Copper Children,Drugs & Liquor,Copper Child,0.723,0.669,-6.078,0.0324,0.665,1.67e-05,0.152,120.11,158392,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Pockets,Just a Friend,Mario,0.538,0.677,-6.099,0.187,0.00541,0.0,0.236,132.346,214200,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Man,To the Beat,"The Groove Sessions, Vol. 5",0.806,0.888,-6.559,0.0672,0.122,0.2,0.0745,103.017,171680,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles Davis,Blue in Green (feat. John Coltrane & Bill Evans),Kind Of Blue (Legacy Edition),0.421,0.0162,-25.358,0.0388,0.808,0.0024,0.0978,110.479,337733,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
London Symphony Orchestra,O Holy Night,Merry Christmas,0.368,0.505,-7.208,0.0285,0.367,6.63e-06,0.154,173.977,266933,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Angus & Julia Stone,A Heartbreak,Angus & Julia Stone (Deluxe),0.776,0.588,-7.916,0.0372,0.0679,0.188,0.107,122.039,256173,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rapture,It Takes Time to Be a Man,In the Grace of Your Love,0.523,0.58,-6.95,0.0343,0.172,5.46e-06,0.128,138.443,341947,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ages and Ages,Needle and Thread,Me You They We,0.541,0.605,-6.325,0.0313,0.358,4.09e-06,0.193,163.407,182716,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauvois,Mars,weird!,0.293,0.811,-5.139,0.0433,0.00383,0.0,0.353,167.949,181838,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenton Wood,Oogum Boogum Song,Oogum Boogum,0.836,0.696,-6.37,0.0401,0.8,0.0,0.0949,112.692,186567,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CASTLEBEAT,Dreamgaze,CASTLEBEAT,0.366,0.593,-7.048,0.03,5.89e-05,0.074,0.152,149.915,165409,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mariah Carey,Silent Night,Lullaby,0.411,0.13,-14.257,0.0308,0.982,0.000197,0.119,168.044,169787,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Waltzburg,Neon,Luv Is Rage 2,0.859,0.563,-6.635,0.112,0.0541,0.0,0.0685,119.934,258789,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foy Vance,She Burns,The Wild Swan,0.73,0.403,-10.146,0.0483,0.718,0.00242,0.0985,124.901,229227,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Platt,I wanna love you but I don’t,Reverie,0.691,0.588,-6.012,0.0353,0.0465,7.52e-05,0.227,114.945,204713,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bukahara,Friend,Nostalgia,0.422,0.609,-6.361,0.0335,0.0114,4.76e-06,0.108,107.34,230011,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
David Sylvian,Heartbeat (Tainai Kaiki II) Returning To The Womb - Remix,A Victim Of Stars 1982-2012,0.591,0.626,-9.648,0.0626,0.215,0.136,0.31,169.86,316360,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Bright,If I Met Your Shadow,If I Met Your Shadow,0.682,0.188,-15.917,0.414,0.834,1.35e-06,0.106,81.138,134507,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digable Planets,Where I'm From,Reachin' (A New Refutation Of Time And Space),0.876,0.42,-18.246,0.279,0.188,0.00186,0.0668,98.304,275342,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Magnetic Fields,I Thought You Were My Boyfriend,i,0.636,0.702,-5.745,0.0289,0.546,3.29e-05,0.0694,125.031,264213,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haux,Heavy,The State of Things,0.546,0.838,-2.406,0.0407,0.00606,2.7e-05,0.104,132.969,205227,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
John Legend,You Deserve It All,You Deserve It All,0.524,0.739,-6.681,0.0386,0.215,0.0,0.0636,83.095,198627,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
KISS,I Was Made For Lovin' You,Dynasty,0.768,0.852,-6.215,0.038,0.214,7.36e-05,0.0723,128.373,271240,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Smith,I'm Not The Only One,In The Lonely Hour (Japanese Edition),0.688,0.474,-5.894,0.0344,0.49,4.48e-06,0.0846,81.976,239316,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Petit Lilou,Nuageux,Nuageux,0.239,0.0264,-31.312,0.0405,0.994,0.796,0.0938,144.363,175914,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Watson,little light,Midnight,0.297,0.545,-10.457,0.05,0.122,2.41e-06,0.113,59.332,269102,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Freedom Fry,Before the World Was Born,Broken Down on Planet 909,0.457,0.532,-8.15,0.0295,0.601,0.0313,0.286,143.998,248021,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Proclaimers,Make My Heart Fly,The Best of the Proclaimers,0.344,0.381,-11.387,0.0299,0.72,0.0,0.146,136.196,148173,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim James,The World's Smiling Now,Eternally Even,0.59,0.474,-8.161,0.033,0.679,0.0269,0.0934,80.454,293413,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Pumas,Black Moon Rising,Black Pumas,0.538,0.605,-7.608,0.0368,0.128,0.00445,0.151,158.181,221947,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Script,We Cry,The Script,0.556,0.88,-4.604,0.0645,0.0479,0.0,0.351,91.893,223920,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
George Harrison,My Sweet Lord - Remastered 2014,All Things Must Pass (Remastered 2014),0.537,0.701,-8.913,0.0335,0.0972,0.0,0.0832,120.919,281227,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Janne Schra,Everything I Do Ooh Ooh,Ponzo,0.776,0.667,-7.775,0.0805,0.608,0.0,0.131,104.977,131493,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. South,Slacks,Slacks,0.737,0.528,-9.583,0.0981,0.767,4.92e-06,0.0782,126.006,206635,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nataly Dawn,Never Going Back Again,Never Going Back Again,0.74,0.612,-9.746,0.152,0.803,0.396,0.109,79.671,159000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coldplay,My Universe - Galantis Remix,My Universe (Galantis Remix),0.596,0.915,-4.711,0.0682,0.0949,1.7e-06,0.12,120.024,224908,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Storm,You & I,Original Sounds,0.646,0.864,-3.727,0.0718,0.087,0.0,0.0923,87.419,264000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mel Brown,Chicken Fat,Chicken Fat,0.583,0.868,-9.226,0.0419,0.466,0.919,0.453,102.036,254160,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Lee's Ping Pong Orchestra,Hey Ya,Speakerboxxx/The Love Below,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,79.526,235213,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Born Ruffians,Needle,Birthmarks,0.542,0.665,-5.213,0.0692,0.189,0.0,0.0934,183.939,213871,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Goo Goo Dolls,Sympathy,Gutterflower,0.546,0.631,-5.757,0.0283,0.25,0.0,0.123,129.556,178146,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
citi,Vibrant Parade Walks Riverside,Unwashed Saliboat,0.737,0.278,-8.692,0.097,0.263,0.867,0.0897,75.002,128000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Balthazar,Wrong Vibration,Fever,0.694,0.797,-7.344,0.0409,0.0303,0.466,0.206,130.074,165987,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hammock,Like a Valley With No Echo,Oblivion Hymns,0.0626,0.376,-11.288,0.0412,0.25,0.897,0.0962,66.375,490186,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vance Joy,Clarity,Clarity,0.552,0.873,-6.065,0.0464,0.00137,0.000273,0.0966,125.059,227240,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Human League,Don't You Want Me,Dare!,0.731,0.738,-8.125,0.0377,0.184,0.0,0.214,117.656,236920,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
The Killers,Glamorous Indie Rock & Roll,Hot Fuss,0.328,0.858,-3.316,0.0559,0.0702,0.0,0.169,154.494,254653,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ben Howard,Keep Your Head Up,Every Kingdom,0.508,0.596,-9.034,0.0334,0.439,9.84e-06,0.111,79.359,264547,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vangelis,In the magic of Cosmos,Juno to Jupiter,0.227,0.318,-16.554,0.0325,0.396,0.895,0.13,98.924,127107,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeta Loxi,Alpha Flow State 131Hz - 143Hz,Binaural Dimensions,0.12,0.0235,-27.758,0.0359,0.823,0.659,0.111,70.611,173102,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piers Faccini,The Beggar & the Thief,My Wilderness,0.667,0.288,-11.173,0.0329,0.532,0.0737,0.102,79.999,286480,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
